# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "CDS" "-g" "locus_tag" "-a" "../data/reference_sequences/tot_seqs.gff" "-o" "../data/rna_align/counttable_bb.txt" "-M" "../data/rna_align/1_CON_0_1_NEB_DPLEX.bam" "../data/rna_align/3_CON_2_1_NEB_DPLEX.bam" "../data/rna_align/4_CON_2_2_NEB_DPLEX.bam" "../data/rna_align/5_PNA_0_1_NEB_DPLEX.bam" "../data/rna_align/6_PNA_0_2_NEB_DPLEX.bam" "../data/rna_align/7_PNA_2_1_NEB_DPLEX.bam" "../data/rna_align/8_PNA_2_2_NEB_DPLEX.bam" "../data/rna_align/CON_0_1_RZ_DPLEX.bam" "../data/rna_align/CON_0_2_RZ_DPLEX.bam" "../data/rna_align/CON_2_1_RZ_DPLEX.bam" "../data/rna_align/CON_2_2_RZ_DPLEX.bam" "../data/rna_align/PNA_0_1_RZ_DPLEX.bam" "../data/rna_align/PNA_0_2_RZ_DPLEX.bam" "../data/rna_align/PNA_2_1_RZ_DPLEX.bam" "../data/rna_align/PNA_2_2_RZ_DPLEX.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/1_CON_0_1_NEB_DPLEX.bam	../data/rna_align/3_CON_2_1_NEB_DPLEX.bam	../data/rna_align/4_CON_2_2_NEB_DPLEX.bam	../data/rna_align/5_PNA_0_1_NEB_DPLEX.bam	../data/rna_align/6_PNA_0_2_NEB_DPLEX.bam	../data/rna_align/7_PNA_2_1_NEB_DPLEX.bam	../data/rna_align/8_PNA_2_2_NEB_DPLEX.bam	../data/rna_align/CON_0_1_RZ_DPLEX.bam	../data/rna_align/CON_0_2_RZ_DPLEX.bam	../data/rna_align/CON_2_1_RZ_DPLEX.bam	../data/rna_align/CON_2_2_RZ_DPLEX.bam	../data/rna_align/PNA_0_1_RZ_DPLEX.bam	../data/rna_align/PNA_0_2_RZ_DPLEX.bam	../data/rna_align/PNA_2_1_RZ_DPLEX.bam	../data/rna_align/PNA_2_2_RZ_DPLEX.bam
Bovatus_RS23480	NZ_CP012938.1	6203974	6204888	+	915	95	207	252	46	45	224	132	12	2	14	19	8	3	29	7
Bovatus_RS23485	NZ_CP012938.1	6204948	6205379	+	432	33	35	35	13	21	43	20	11	5	8	7	4	4	6	1
Bovatus_RS23490	NZ_CP012938.1	6205398	6205772	+	375	34	47	61	14	14	77	32	0	2	5	10	2	1	4	1
Bovatus_RS23495	NZ_CP012938.1	6205893	6206885	+	993	90	183	245	53	48	202	111	20	9	25	10	12	4	18	6
Bovatus_RS23500	NZ_CP012938.1	6207002	6208036	-	1035	2087	4627	5681	908	927	5394	2876	215	24	138	405	81	46	362	110
Bovatus_RS23505	NZ_CP012938.1	6208063	6208518	-	456	682	1461	1990	386	309	1948	883	47	8	40	111	12	9	132	37
Bovatus_RS23510	NZ_CP012938.1	6208548	6209741	-	1194	1841	4368	5245	991	789	5060	2767	172	27	181	323	53	42	320	63
Bovatus_RS23515	NZ_CP012938.1	6209839	6211122	-	1284	124	196	229	86	80	223	139	27	16	26	15	18	7	22	6
Bovatus_RS23520	NZ_CP012938.1	6211268	6212056	+	789	1165	2430	2937	499	486	2859	1686	141	17	92	181	60	42	269	77
Bovatus_RS23525	NZ_CP012938.1	6212385	6214298	+	1914	16768	17629	17829	11329	8771	18631	11348	591	153	509	960	222	148	1177	278
Bovatus_RS23530	NZ_CP012938.1	6214512	6215075	+	564	32	31	28	31	20	25	13	3	2	1	0	2	8	0	0
Bovatus_RS23535	NZ_CP012938.1	6215072	6216334	+	1263	22	43	20	38	9	39	20	11	4	6	2	4	8	3	1
Bovatus_RS23540	NZ_CP012938.1	6216646	6216999	+	354	2	2	4	2	0	6	0	2	0	0	1	0	0	1	0
Bovatus_RS23545	NZ_CP012938.1	6216996	6217595	+	600	1	4	4	4	4	4	1	1	0	3	0	0	0	0	2
Bovatus_RS23550	NZ_CP012938.1	6217546	6219348	+	1803	7	9	11	5	1	17	9	2	2	6	0	1	3	0	0
Bovatus_RS23555	NZ_CP012938.1	6219450	6219818	+	369	27	21	6	20	8	20	10	0	0	2	0	0	0	0	3
Bovatus_RS23560	NZ_CP012938.1	6219802	6220701	+	900	32	12	16	18	13	38	9	97	24	71	10	33	43	8	2
Bovatus_RS23565	NZ_CP012938.1	6220701	6221339	+	639	3	6	0	1	4	6	2	4	2	6	1	0	3	0	0
Bovatus_RS23570	NZ_CP012938.1	6221478	6222083	+	606	21	19	9	22	9	21	7	0	2	3	1	0	2	1	0
Bovatus_RS23575	NZ_CP012938.1	6222080	6223012	+	933	5	10	13	8	7	6	1	48	21	34	0	12	4	10	4
Bovatus_RS23580	NZ_CP012938.1	6222987	6226313	-	3327	332	190	107	283	257	181	157	42	43	29	9	21	17	15	5
Bovatus_RS23585	NZ_CP012938.1	6226324	6229296	-	2973	209	125	45	185	169	135	85	77	22	53	6	34	54	12	12
Bovatus_RS23590	NZ_CP012938.1	6229829	6231001	+	1173	121	169	174	83	58	160	108	32	28	33	12	17	23	19	11
Bovatus_RS23595	NZ_CP012938.1	6231030	6232298	+	1269	76	112	134	59	54	189	68	17	11	31	13	8	10	1	11
Bovatus_RS23600	NZ_CP012938.1	6232508	6232756	+	249	7	1	2	1	2	7	7	2	1	1	0	0	0	0	0
Bovatus_RS23605	NZ_CP012938.1	6232765	6233076	+	312	2	1	2	2	0	3	2	1	4	0	0	0	0	0	1
Bovatus_RS23610	NZ_CP012938.1	6233141	6233971	+	831	43	18	21	35	23	16	19	7	6	10	2	3	4	21	0
Bovatus_RS23615	NZ_CP012938.1	6234252	6234647	+	396	9	0	5	5	11	0	3	4	4	2	1	3	4	4	1
Bovatus_RS23620	NZ_CP012938.1	6234644	6235876	+	1233	38	25	12	34	17	17	8	46	54	67	7	45	24	19	3
Bovatus_RS23625	NZ_CP012938.1	6235888	6236490	+	603	7	7	9	7	9	8	3	5	8	10	2	3	3	3	0
Bovatus_RS25100	NZ_CP012938.1	6236603	6236764	+	162	9	5	2	2	7	11	2	1	1	1	0	2	0	1	0
Bovatus_RS23630	NZ_CP012938.1	6236801	6237430	-	630	19	20	16	18	17	35	5	10	6	2	0	1	0	6	4
Bovatus_RS23635	NZ_CP012938.1	6237456	6239819	-	2364	240	152	80	182	137	172	80	13	20	26	10	8	20	14	5
Bovatus_RS23640	NZ_CP012938.1	6240036	6241745	-	1710	60	79	69	41	36	91	40	25	30	26	10	14	28	13	2
Bovatus_RS23645	NZ_CP012938.1	6241768	6243570	-	1803	412	272	194	323	213	319	174	169	269	269	70	73	118	133	41
Bovatus_RS23650	NZ_CP012938.1	6243605	6244492	-	888	109	54	60	61	56	82	48	32	67	51	6	21	16	33	4
Bovatus_RS23655	NZ_CP012938.1	6244513	6245400	-	888	47	37	45	25	20	43	15	8	8	9	7	2	1	5	1
Bovatus_RS23660	NZ_CP012938.1	6245417	6246517	-	1101	50	71	93	34	29	99	40	12	10	9	7	1	12	14	11
Bovatus_RS23670	NZ_CP012938.1	6246745	6247827	-	1083	310	676	849	121	138	714	379	35	10	48	70	21	7	54	13
Bovatus_RS23675	NZ_CP012938.1	6248087	6248314	-	228	128	220	229	38	22	205	112	19	0	27	10	1	1	15	10
Bovatus_RS23685	NZ_CP012938.1	6248896	6249606	-	711	116	193	268	39	34	223	113	5	9	12	10	1	1	9	5
Bovatus_RS23690	NZ_CP012938.1	6249611	6251155	-	1545	282	535	626	152	113	540	275	34	20	44	63	10	11	51	20
Bovatus_RS23695	NZ_CP012938.1	6251463	6257051	+	5589	2714	2438	2425	1814	1605	2481	1512	174	124	253	132	118	86	162	66
Bovatus_RS23700	NZ_CP012938.1	6257064	6259355	+	2292	15102	8013	3972	11128	9064	6234	5017	338	116	220	68	135	183	102	23
Bovatus_RS23705	NZ_CP012938.1	6259704	6261350	+	1647	1298	1023	902	982	875	1112	677	59	56	64	40	42	53	59	6
Bovatus_RS23710	NZ_CP012938.1	6261526	6263781	-	2256	602	538	460	372	303	493	361	80	141	162	46	80	47	130	9
Bovatus_RS23715	NZ_CP012938.1	6263833	6264849	-	1017	122	169	211	96	50	192	133	14	6	19	8	2	7	37	9
Bovatus_RS23720	NZ_CP012938.1	6264865	6265512	-	648	84	168	205	61	34	144	93	7	4	7	9	2	9	15	2
Bovatus_RS23725	NZ_CP012938.1	6265592	6266227	-	636	34	37	45	32	21	54	26	4	9	9	2	7	9	7	1
Bovatus_RS25750	NZ_CP012938.1	6266377	6266808	-	432	79	265	273	49	45	255	135	10	2	13	10	2	2	15	5
Bovatus_RS23735	NZ_CP012938.1	6266893	6267339	-	447	8	18	9	4	4	14	7	1	6	2	3	0	0	1	0
Bovatus_RS23740	NZ_CP012938.1	6267507	6268766	+	1260	104	52	36	71	68	94	62	12	31	16	4	4	11	10	1
Bovatus_RS23745	NZ_CP012938.1	6268815	6269366	+	552	70	48	45	37	26	33	25	6	3	2	11	1	3	4	6
Bovatus_RS23750	NZ_CP012938.1	6269366	6270220	+	855	14	34	18	18	15	17	14	4	3	1	4	1	4	5	4
Bovatus_RS23755	NZ_CP012938.1	6270242	6271786	+	1545	55	80	53	39	25	65	36	7	15	34	5	12	16	17	4
Bovatus_RS23760	NZ_CP012938.1	6271848	6272024	+	177	54	169	162	38	25	150	88	31	3	15	26	8	3	39	11
Bovatus_RS23765	NZ_CP012938.1	6272223	6272762	+	540	81	100	106	27	21	116	42	1	4	7	4	6	1	3	1
Bovatus_RS23770	NZ_CP012938.1	6272767	6273111	+	345	44	102	122	33	20	93	41	11	39	49	14	12	13	21	22
Bovatus_RS23775	NZ_CP012938.1	6273144	6273701	+	558	331	555	594	181	113	526	275	31	0	19	44	14	8	32	16
Bovatus_RS23780	NZ_CP012938.1	6273750	6276506	+	2757	1227	841	640	827	721	782	484	294	51	184	57	100	126	44	30
Bovatus_RS23785	NZ_CP012938.1	6276597	6278168	+	1572	79	58	39	59	31	65	38	26	8	22	8	16	12	3	5
Bovatus_RS23790	NZ_CP012938.1	6278254	6280206	-	1953	327	267	232	457	308	357	190	41	55	89	22	39	39	61	9
Bovatus_RS23795	NZ_CP012938.1	6280383	6281216	-	834	265	707	791	133	115	733	414	44	7	49	74	6	3	65	49
Bovatus_RS23800	NZ_CP012938.1	6281418	6284039	-	2622	594	730	707	363	321	799	471	46	18	41	26	11	21	62	17
Bovatus_RS23805	NZ_CP012938.1	6284074	6285342	-	1269	30	303	347	39	16	364	216	18	5	22	17	14	6	23	29
Bovatus_RS23810	NZ_CP012938.1	6285486	6286427	-	942	55	337	352	64	48	421	234	11	21	40	23	7	2	25	5
Bovatus_RS23815	NZ_CP012938.1	6286459	6288087	-	1629	64	632	722	110	56	781	407	19	13	17	45	9	25	61	30
Bovatus_RS23820	NZ_CP012938.1	6288155	6289771	-	1617	192	373	442	205	127	513	267	37	21	29	19	19	27	28	9
Bovatus_RS23825	NZ_CP012938.1	6289825	6291825	-	2001	413	1325	1461	446	323	1823	1005	32	12	66	50	14	22	86	20
Bovatus_RS23830	NZ_CP012938.1	6291885	6293189	-	1305	309	667	751	326	182	861	511	117	242	220	60	87	81	107	62
Bovatus_RS23835	NZ_CP012938.1	6293370	6295043	-	1674	133	756	918	312	188	1147	578	80	178	253	60	87	87	98	55
Bovatus_RS23840	NZ_CP012938.1	6295060	6298212	-	3153	271	1400	1449	473	294	1773	999	21	11	27	65	22	15	71	40
Bovatus_RS23845	NZ_CP012938.1	6298233	6300506	-	2274	445	872	966	360	232	1007	546	43	15	43	48	20	27	89	23
Bovatus_RS23850	NZ_CP012938.1	6300519	6302708	-	2190	713	897	997	373	370	1153	576	53	49	83	48	22	32	73	19
Bovatus_RS23855	NZ_CP012938.1	6303362	6307423	-	4062	2493	1886	1567	1722	1339	1783	1281	69	22	76	77	24	11	81	20
Bovatus_RS23860	NZ_CP012938.1	6307635	6309005	-	1371	1365	3448	4230	777	635	3905	2253	216	104	163	241	74	53	299	84
Bovatus_RS23865	NZ_CP012938.1	6309138	6310967	+	1830	155	275	296	111	58	317	167	24	14	30	10	12	6	32	8
Bovatus_RS23870	NZ_CP012938.1	6310972	6311658	+	687	555	431	361	382	286	464	270	11	5	3	16	2	6	19	9
Bovatus_RS23875	NZ_CP012938.1	6311660	6312586	-	927	125	137	152	79	55	170	114	12	7	17	10	5	3	22	8
Bovatus_RS23880	NZ_CP012938.1	6312580	6315015	-	2436	527	438	468	424	318	508	258	49	18	33	30	27	23	30	21
Bovatus_RS23885	NZ_CP012938.1	6315065	6315514	-	450	120	172	201	44	29	186	121	21	2	11	12	3	5	24	8
Bovatus_RS23890	NZ_CP012938.1	6315776	6318223	-	2448	509	1028	1271	317	216	1112	659	83	20	55	92	27	36	103	31
Bovatus_RS23895	NZ_CP012938.1	6318289	6319374	-	1086	438	235	113	274	211	172	109	16	16	28	1	10	12	6	4
Bovatus_RS23900	NZ_CP012938.1	6319420	6321174	-	1755	1490	723	341	948	827	607	351	15	7	8	3	8	11	5	6
Bovatus_RS23905	NZ_CP012938.1	6321198	6322778	-	1581	76	55	37	62	53	50	28	17	22	38	9	10	8	11	2
Bovatus_RS23910	NZ_CP012938.1	6322797	6325772	-	2976	86	83	51	105	54	73	49	70	16	49	18	37	32	13	0
Bovatus_RS23915	NZ_CP012938.1	6325996	6328605	-	2610	156	83	62	172	124	123	70	30	80	95	14	42	26	22	8
Bovatus_RS23920	NZ_CP012938.1	6328721	6332245	-	3525	227	457	493	150	156	429	262	68	60	90	45	37	39	52	18
Bovatus_RS23930	NZ_CP012938.1	6332393	6332944	+	552	240	547	614	106	77	533	347	23	5	19	23	11	5	46	10
Bovatus_RS23935	NZ_CP012938.1	6333068	6334246	+	1179	122	179	226	92	57	210	141	34	14	17	24	14	9	29	12
Bovatus_RS23940	NZ_CP012938.1	6334353	6335129	-	777	31	14	17	13	13	24	18	9	3	2	0	7	7	6	3
Bovatus_RS23945	NZ_CP012938.1	6335152	6335496	-	345	4	3	5	7	8	8	6	1	1	0	0	3	2	1	0
Bovatus_RS23950	NZ_CP012938.1	6335721	6336122	-	402	50	34	16	40	37	29	20	0	1	1	1	0	1	1	0
Bovatus_RS23955	NZ_CP012938.1	6336260	6337225	+	966	44	56	69	23	33	62	34	17	10	10	11	4	3	10	2
Bovatus_RS23960	NZ_CP012938.1	6337561	6338142	+	582	39	32	19	34	26	36	21	5	7	10	1	0	1	5	4
Bovatus_RS23965	NZ_CP012938.1	6338165	6340579	+	2415	314	177	128	249	201	186	116	35	15	45	3	21	10	10	4
Bovatus_RS23970	NZ_CP012938.1	6340601	6341719	+	1119	55	33	42	35	32	38	16	16	11	10	11	5	8	7	3
Bovatus_RS23975	NZ_CP012938.1	6341746	6343152	+	1407	47	45	56	31	15	36	16	24	48	29	10	15	21	11	2
Bovatus_RS23980	NZ_CP012938.1	6343346	6344875	+	1530	48	37	28	53	31	40	32	29	34	72	10	24	24	14	10
Bovatus_RS23985	NZ_CP012938.1	6344880	6346421	+	1542	37	36	42	22	16	53	32	12	5	5	6	6	2	5	0
Bovatus_RS23990	NZ_CP012938.1	6346414	6347568	+	1155	546	345	222	459	391	340	210	22	37	58	10	19	13	24	3
Bovatus_RS23995	NZ_CP012938.1	6347593	6347919	+	327	23	16	19	10	9	20	10	1	0	3	5	1	0	5	0
Bovatus_RS24000	NZ_CP012938.1	6347931	6348533	+	603	19	10	24	7	10	20	17	5	3	2	1	1	0	2	0
Bovatus_RS24005	NZ_CP012938.1	6348878	6350539	-	1662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bovatus_RS24010	NZ_CP012938.1	6350883	6351293	+	411	108	65	29	81	110	73	22	5	2	12	1	0	1	1	1
Bovatus_RS24015	NZ_CP012938.1	6351338	6352465	+	1128	28	25	14	25	17	21	11	55	13	22	10	22	123	10	80
Bovatus_RS24020	NZ_CP012938.1	6352571	6353713	+	1143	34	18	15	38	40	27	4	3	5	3	0	1	0	1	0
Bovatus_RS24025	NZ_CP012938.1	6353748	6354926	+	1179	63	38	22	37	24	28	16	7	8	7	1	7	10	6	0
Bovatus_RS24030	NZ_CP012938.1	6354928	6356181	+	1254	138	73	48	76	93	67	46	2	2	0	0	1	0	3	2
Bovatus_RS24035	NZ_CP012938.1	6356183	6357043	+	861	9	22	13	34	20	31	26	83	37	63	27	44	47	34	12
Bovatus_RS24040	NZ_CP012938.1	6357069	6358250	+	1182	24	17	29	14	18	16	7	19	8	7	4	4	6	2	2
Bovatus_RS24045	NZ_CP012938.1	6358247	6358963	+	717	10	10	5	9	7	8	2	9	2	2	0	4	3	0	2
Bovatus_RS24050	NZ_CP012938.1	6358968	6360185	+	1218	42	36	33	105	53	70	33	10	11	8	3	2	1	2	2
Bovatus_RS24055	NZ_CP012938.1	6360239	6361297	+	1059	36	17	25	28	11	21	11	9	9	15	4	3	3	0	2
Bovatus_RS24060	NZ_CP012938.1	6361306	6361965	+	660	30	8	10	13	4	15	4	6	2	0	2	1	1	2	1
Bovatus_RS24065	NZ_CP012938.1	6361983	6363293	+	1311	30	29	25	24	12	34	24	8	11	6	0	6	2	4	1
Bovatus_RS24070	NZ_CP012938.1	6363304	6364428	+	1125	59	47	38	47	26	29	31	1	11	12	0	1	3	2	0
Bovatus_RS24075	NZ_CP012938.1	6364425	6365444	+	1020	39	37	28	51	26	42	15	11	5	8	1	5	6	4	0
Bovatus_RS24085	NZ_CP012938.1	6366550	6366906	+	357	12	3	4	17	7	10	6	0	2	4	0	2	2	0	4
Bovatus_RS24090	NZ_CP012938.1	6367211	6368785	+	1575	622	888	958	377	242	977	564	71	100	131	61	46	23	75	17
Bovatus_RS24095	NZ_CP012938.1	6368918	6369364	+	447	107	237	307	60	52	287	124	27	14	13	20	10	8	21	7
Bovatus_RS24100	NZ_CP012938.1	6369402	6369902	+	501	66	162	193	55	42	183	118	33	8	23	28	8	6	19	9
Bovatus_RS24105	NZ_CP012938.1	6369967	6371175	-	1209	341	539	604	197	171	579	342	52	26	18	33	11	11	58	15
Bovatus_RS24110	NZ_CP012938.1	6371195	6372247	-	1053	135	294	366	80	52	313	169	17	3	12	30	4	7	30	37
Bovatus_RS24115	NZ_CP012938.1	6372334	6374835	-	2502	674	1179	1499	346	284	1451	723	94	29	69	114	55	33	143	38
Bovatus_RS24125	NZ_CP012938.1	6375360	6376544	+	1185	48	79	81	28	30	78	41	104	87	90	25	49	57	20	7
Bovatus_RS24130	NZ_CP012938.1	6376679	6379918	+	3240	373	264	167	345	243	267	132	59	73	66	14	27	47	42	17
Bovatus_RS24135	NZ_CP012938.1	6379946	6381394	+	1449	25	43	47	39	46	56	26	13	10	23	5	5	20	12	8
Bovatus_RS24140	NZ_CP012938.1	6381464	6382114	+	651	24	20	19	42	28	30	23	8	28	32	6	11	10	16	1
Bovatus_RS24145	NZ_CP012938.1	6382187	6383116	+	930	94	307	302	66	60	309	161	43	77	116	35	42	19	53	13
Bovatus_RS24150	NZ_CP012938.1	6383172	6383951	+	780	103	229	245	54	44	210	108	19	3	5	18	3	1	14	9
Bovatus_RS24155	NZ_CP012938.1	6384093	6385850	+	1758	218	383	396	109	105	343	215	29	11	24	13	7	7	22	7
Bovatus_RS24160	NZ_CP012938.1	6385915	6386277	+	363	121	265	346	66	58	334	145	7	4	7	17	5	6	13	4
Bovatus_RS24165	NZ_CP012938.1	6386361	6387593	+	1233	456	1005	1153	239	169	1156	651	45	5	24	63	16	9	60	24
Bovatus_RS24170	NZ_CP012938.1	6387590	6388705	+	1116	412	1011	1466	281	259	1285	727	53	24	25	84	13	11	84	19
Bovatus_RS24175	NZ_CP012938.1	6388725	6390392	+	1668	410	912	1231	271	236	1169	656	50	15	42	63	26	25	70	22
Bovatus_RS24180	NZ_CP012938.1	6390396	6391220	+	825	232	670	768	144	101	784	403	52	52	126	68	57	36	119	25
Bovatus_RS24185	NZ_CP012938.1	6391393	6392418	+	1026	324	663	974	212	156	985	459	22	4	15	65	15	7	72	24
Bovatus_RS24190	NZ_CP012938.1	6392450	6393592	+	1143	224	536	721	126	116	683	362	31	9	22	39	14	5	55	11
Bovatus_RS24195	NZ_CP012938.1	6393930	6394493	-	564	46	180	195	27	24	119	77	14	3	18	8	8	6	11	14
Bovatus_RS24200	NZ_CP012938.1	6394667	6396658	+	1992	45	40	37	53	25	50	27	79	88	53	8	52	43	22	1
Bovatus_RS24205	NZ_CP012938.1	6396754	6397674	+	921	137	141	120	79	59	142	89	21	10	16	13	10	7	15	4
Bovatus_RS24210	NZ_CP012938.1	6397926	6401219	+	3294	92	64	63	85	52	81	45	106	30	49	19	33	31	18	16
Bovatus_RS24215	NZ_CP012938.1	6401243	6402856	+	1614	88	54	54	73	58	60	37	124	376	239	37	125	104	120	28
Bovatus_RS24220	NZ_CP012938.1	6402881	6403966	+	1086	132	89	58	78	111	94	51	12	7	2	4	0	5	2	0
Bovatus_RS24225	NZ_CP012938.1	6403989	6405203	+	1215	39	32	27	25	12	26	22	6	10	15	1	5	3	1	0
Bovatus_RS24230	NZ_CP012938.1	6405234	6406508	+	1275	37	30	30	22	16	27	18	8	3	16	2	6	6	0	3
Bovatus_RS24235	NZ_CP012938.1	6406571	6407650	+	1080	55	43	48	49	27	57	34	7	2	6	2	9	5	5	8
Bovatus_RS24240	NZ_CP012938.1	6407727	6410075	+	2349	196	109	88	107	89	113	82	11	16	28	6	14	16	13	5
Bovatus_RS24245	NZ_CP012938.1	6410198	6410674	-	477	132	202	233	41	32	194	136	15	1	8	9	4	5	12	3
Bovatus_RS24250	NZ_CP012938.1	6410811	6411737	+	927	730	497	428	503	429	524	293	40	18	33	8	22	13	45	7
Bovatus_RS24255	NZ_CP012938.1	6411884	6412564	+	681	92	323	355	69	52	276	173	14	6	7	18	8	1	36	9
Bovatus_RS24260	NZ_CP012938.1	6412696	6413418	-	723	76	68	45	51	50	52	41	7	4	9	1	4	4	13	0
Bovatus_RS24265	NZ_CP012938.1	6413594	6414142	+	549	102	116	116	53	37	142	79	25	6	17	12	14	10	37	7
Bovatus_RS24270	NZ_CP012938.1	6414149	6415453	+	1305	87	210	264	70	35	316	178	16	4	20	17	5	5	26	5
Bovatus_RS24275	NZ_CP012938.1	6415666	6416262	+	597	16	33	36	6	6	30	23	5	4	7	4	5	4	12	1
Bovatus_RS24280	NZ_CP012938.1	6416326	6417285	+	960	98	76	72	64	62	91	58	2	4	19	12	1	5	10	3
Bovatus_RS24285	NZ_CP012938.1	6417362	6418921	+	1560	733	790	717	496	354	739	488	25	19	20	40	20	13	60	21
Bovatus_RS24290	NZ_CP012938.1	6419093	6422635	+	3543	70	53	62	138	76	151	40	26	24	27	11	16	20	16	15
Bovatus_RS24295	NZ_CP012938.1	6422655	6424100	+	1446	62	42	36	139	80	82	37	24	69	72	14	20	32	37	9
Bovatus_RS24300	NZ_CP012938.1	6424113	6425267	+	1155	300	198	107	259	190	154	95	19	56	47	13	24	31	30	11
Bovatus_RS24305	NZ_CP012938.1	6425302	6427050	+	1749	82	43	41	64	41	54	35	10	6	13	4	1	7	3	1
Bovatus_RS24310	NZ_CP012938.1	6427057	6427962	+	906	13	16	19	16	6	17	13	3	3	4	0	1	7	1	1
Bovatus_RS24315	NZ_CP012938.1	6427976	6429331	+	1356	94	45	55	52	64	55	18	12	4	6	4	2	7	2	2
Bovatus_RS25785	NZ_CP012938.1	6429458	6429592	+	135	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0
Bovatus_RS24320	NZ_CP012938.1	6429601	6429846	+	246	0	2	2	2	2	1	0	3	2	1	0	0	0	2	0
Bovatus_RS24325	NZ_CP012938.1	6429903	6430256	+	354	2363	1287	594	1642	1220	873	630	14	1	2	4	1	5	10	3
Bovatus_RS24330	NZ_CP012938.1	6430222	6430524	+	303	72	137	165	21	38	162	99	4	1	3	14	5	2	24	6
Bovatus_RS24335	NZ_CP012938.1	6430623	6430916	+	294	141	374	452	62	70	467	205	25	1	10	25	12	11	30	17
Bovatus_RS24340	NZ_CP012938.1	6430921	6431286	+	366	189	362	373	78	79	340	207	34	1	10	21	22	9	52	5
Bovatus_RS24345	NZ_CP012938.1	6431543	6433660	-	2118	101	77	47	126	81	106	56	112	289	268	57	87	101	176	17
Bovatus_RS24350	NZ_CP012938.1	6433748	6433978	-	231	5	2	7	5	3	4	3	0	2	2	1	2	2	2	0
Bovatus_RS24355	NZ_CP012938.1	6434172	6434675	+	504	31	16	11	16	22	24	12	4	3	1	3	1	2	0	0
Bovatus_RS24360	NZ_CP012938.1	6434672	6434863	+	192	1	4	3	2	0	0	2	0	0	0	0	0	0	0	0
Bovatus_RS24365	NZ_CP012938.1	6434850	6435293	+	444	30	30	19	27	21	31	22	98	29	99	24	55	57	30	19
Bovatus_RS24370	NZ_CP012938.1	6435321	6436049	-	729	229	418	547	130	91	489	278	34	3	51	46	12	13	88	12
Bovatus_RS24375	NZ_CP012938.1	6436065	6438293	-	2229	4229	9810	12528	2437	1953	11139	5949	455	55	330	724	174	87	861	150
Bovatus_RS24390	NZ_CP012938.1	6438862	6439338	-	477	4	8	2	9	6	6	4	2	9	7	0	2	5	0	0
Bovatus_RS24395	NZ_CP012938.1	6439358	6441124	-	1767	54	39	43	151	100	92	35	30	17	11	9	10	9	17	2
Bovatus_RS24400	NZ_CP012938.1	6441138	6443045	-	1908	29	59	63	25	12	50	39	16	5	10	3	9	9	2	2
Bovatus_RS24405	NZ_CP012938.1	6443207	6445972	+	2766	66	73	98	65	64	94	52	27	33	30	4	6	11	22	0
Bovatus_RS24410	NZ_CP012938.1	6446214	6446759	+	546	317	675	871	125	114	718	366	32	4	10	51	4	6	49	17
Bovatus_RS24415	NZ_CP012938.1	6446786	6448819	+	2034	40668	19791	11400	25551	20452	17197	9311	56	16	38	97	26	28	121	41
Bovatus_RS24420	NZ_CP012938.1	6448844	6451210	+	2367	1187	2107	2377	2243	1468	2906	1622	135	31	97	167	81	30	123	62
Bovatus_RS24425	NZ_CP012938.1	6451430	6452800	+	1371	17	18	14	18	9	17	6	10	9	10	2	8	3	6	1
Bovatus_RS24430	NZ_CP012938.1	6452814	6453959	+	1146	54	37	28	48	32	40	17	19	7	12	9	12	11	9	4
Bovatus_RS24435	NZ_CP012938.1	6454296	6455708	+	1413	25	24	31	29	11	21	16	2	8	9	0	5	7	4	0
Bovatus_RS24440	NZ_CP012938.1	6456156	6458069	+	1914	47	69	51	42	41	53	28	36	28	19	5	21	15	6	6
Bovatus_RS24445	NZ_CP012938.1	6458129	6462205	+	4077	224	131	86	207	118	158	87	176	176	172	34	85	74	57	13
Bovatus_RS24450	NZ_CP012938.1	6462320	6462694	+	375	207	384	488	168	117	450	260	21	7	11	32	2	10	52	29
Bovatus_RS24455	NZ_CP012938.1	6462932	6463462	+	531	6	5	2	8	1	7	3	4	3	2	1	1	2	5	0
Bovatus_RS24460	NZ_CP012938.1	6463516	6466764	+	3249	231	140	95	194	156	170	69	76	71	102	32	30	46	43	24
Bovatus_RS24465	NZ_CP012938.1	6466798	6468594	+	1797	388	185	108	333	232	155	111	10	7	7	8	3	3	3	4
Bovatus_RS24470	NZ_CP012938.1	6468631	6469824	+	1194	219	89	52	134	93	77	48	51	31	35	9	20	16	7	6
Bovatus_RS24475	NZ_CP012938.1	6469874	6471913	+	2040	74	62	58	65	45	62	22	10	3	11	2	5	13	5	5
Bovatus_RS00005	NZ_CP012938.1	6471972	6473270	+	1299	7	6	3	1	1	6	5	14	17	21	8	13	7	2	5
LK433_RS00010	NZ_CP085932.1	476	2374	+	1899	207	221	222	120	68	186	103	40	50	27	20	23	11	62	9
LK433_RS00015	NZ_CP085932.1	2403	3614	+	1212	180	201	223	130	92	189	98	32	20	32	20	13	10	13	2
LK433_RS00020	NZ_CP085932.1	3727	4920	+	1194	512	704	865	310	277	682	336	127	22	62	62	47	30	65	35
