# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "CDS,sRNA" "-g" "locus_tag" "-a" "../data/reference_sequences/p_copri_wplasmids.gff3" "-o" "../data/rna_align/counttable.txt" "../data/rna_align/CON_1.fq.gz.bam" "../data/rna_align/CON_2.fq.gz.bam" "../data/rna_align/PNA_1.fq.gz.bam" "../data/rna_align/PNA_2.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/CON_1.fq.gz.bam	../data/rna_align/CON_2.fq.gz.bam	../data/rna_align/PNA_1.fq.gz.bam	../data/rna_align/PNA_2.fq.gz.bam
LK433_RS13110	NZ_CP085932.1	3130155	3130892	+	738	805	1471	4635	2135
LK433_RS13115	NZ_CP085932.1	3131072	3132535	-	1464	419	933	1348	676
LK433_RS13120	NZ_CP085932.1	3132647	3133612	-	966	210	453	486	205
LK433_RS13125	NZ_CP085932.1	3133640	3134995	-	1356	317	680	636	228
LK433_RS13130	NZ_CP085932.1	3135247	3137724	-	2478	2696	5267	3591	1944
LK433_RS13135	NZ_CP085932.1	3137752	3138573	-	822	863	1629	940	622
LK433_RS13140	NZ_CP085932.1	3138624	3141113	-	2490	2850	5484	3431	2035
LK433_RS13145	NZ_CP085932.1	3141353	3142027	+	675	3648	7104	13215	8106
LK433_RS13150	NZ_CP085932.1	3142171	3142446	-	276	37	64	127	70
LK433_RS13155	NZ_CP085932.1	3143312	3143482	+	171	2	11	64	29
LK433_RS13160	NZ_CP085932.1	3143552	3144250	+	699	628	1299	1532	774
LK433_RS13165	NZ_CP085932.1	3144274	3144759	+	486	692	1187	1618	633
LK433_RS13170	NZ_CP085932.1	3144781	3145743	-	963	454	982	388	186
LK433_RS13175	NZ_CP085932.1	3145750	3147552	-	1803	6460	12111	4160	2189
LK433_RS13180	NZ_CP085932.1	3147737	3148006	+	270	4177	7588	8594	2283
LK433_RS13185	NZ_CP085932.1	3148109	3153385	-	5277	4242	7779	4363	2348
LK433_RS13190	NZ_CP085932.1	3153372	3154883	-	1512	1189	2346	1208	571
LK433_RS13195	NZ_CP085932.1	3154956	3156098	-	1143	754	1464	707	320
LK433_RS13200	NZ_CP085932.1	3156121	3157170	-	1050	1366	2685	1345	569
LK433_RS13205	NZ_CP085932.1	3157191	3158999	-	1809	3477	6720	2992	1465
LK433_RS13210	NZ_CP085932.1	3159041	3160585	-	1545	1444	2653	1659	729
LK433_RS13215	NZ_CP085932.1	3160959	3162146	+	1188	221	491	341	126
LK433_RS13220	NZ_CP085932.1	3162056	3162703	-	648	268	518	193	149
LK433_RS13225	NZ_CP085932.1	3162723	3163130	-	408	426	897	618	255
LK433_RS13230	NZ_CP085932.1	3163223	3164407	-	1185	3104	5796	3610	1867
LK433_RS13235	NZ_CP085932.1	3164421	3165137	-	717	1328	2605	1698	834
LK433_RS13240	NZ_CP085932.1	3165147	3165992	-	846	1220	2456	1776	849
LK433_RS13245	NZ_CP085932.1	3166022	3166252	-	231	191	517	290	143
LK433_RS13250	NZ_CP085932.1	3166352	3167230	-	879	951	1908	1634	741
LK433_RS13255	NZ_CP085932.1	3167513	3168295	-	783	1429	2641	6294	3506
LK433_RS13260	NZ_CP085932.1	3168326	3169720	-	1395	3052	5616	9929	6861
LK433_RS13265	NZ_CP085932.1	3169748	3173014	-	3267	5639	10611	17819	12133
LK433_RS13270	NZ_CP085932.1	3173048	3174259	-	1212	2794	5183	8671	5816
LK433_RS13275	NZ_CP085932.1	3174435	3175877	-	1443	1164	2233	1152	426
LK433_RS13280	NZ_CP085932.1	3176145	3176696	+	552	558	1224	752	310
LK433_RS13285	NZ_CP085932.1	3176709	3178799	+	2091	20419	38562	23559	10633
LK433_RS13290	NZ_CP085932.1	3178946	3179593	+	648	787	1369	661	383
LK433_RS13295	NZ_CP085932.1	3179776	3180369	+	594	879	1822	1112	514
LK433_RS13300	NZ_CP085932.1	3180460	3181212	+	753	1041	1918	1430	615
LK433_RS13305	NZ_CP085932.1	3181444	3181950	-	507	1344	2622	3098	1192
LK433_RS13310	NZ_CP085932.1	3182332	3183537	+	1206	349	728	608	350
LK433_RS13315	NZ_CP085932.1	3183584	3184828	+	1245	562	1137	707	402
LK433_RS13320	NZ_CP085932.1	3185219	3185602	+	384	161	350	186	110
LK433_RS13325	NZ_CP085932.1	3185669	3186469	+	801	182	416	258	122
LK433_RS13330	NZ_CP085932.1	3186557	3189631	+	3075	823	1424	1055	568
LK433_RS13335	NZ_CP085932.1	3190070	3190363	-	294	49	102	504	163
LK433_RS13340	NZ_CP085932.1	3190378	3191109	-	732	0	0	0	0
LK433_RS13345	NZ_CP085932.1	3191124	3192680	-	1557	0	0	0	1
LK433_RS13350	NZ_CP085932.1	3192835	3193701	-	867	6	33	60	22
LK433_RS13355	NZ_CP085932.1	3193770	3194330	-	561	9	17	42	8
LK433_RS13360	NZ_CP085932.1	3194344	3196845	-	2502	30	58	117	60
LK433_RS13365	NZ_CP085932.1	3196864	3197376	-	513	6	18	21	7
LK433_RS13370	NZ_CP085932.1	3197561	3198079	-	519	19	35	102	48
LK433_RS13375	NZ_CP085932.1	3198076	3198225	-	150	2	1	13	2
LK433_RS13380	NZ_CP085932.1	3198490	3198945	-	456	16	19	45	21
LK433_RS13385	NZ_CP085932.1	3199325	3200473	-	1149	155	323	392	159
LK433_RS13390	NZ_CP085932.1	3200588	3200776	-	189	25	76	117	42
LK433_RS13395	NZ_CP085932.1	3200959	3201186	-	228	40	81	128	50
LK433_RS13400	NZ_CP085932.1	3201351	3201773	-	423	429	721	1028	441
LK433_RS13405	NZ_CP085932.1	3201881	3202060	+	180	92	165	160	78
LK433_RS13410	NZ_CP085932.1	3202057	3202392	-	336	142	248	229	125
LK433_RS13415	NZ_CP085932.1	3202475	3202843	-	369	76	208	219	96
LK433_RS13420	NZ_CP085932.1	3202985	3203128	-	144	41	77	67	29
LK433_RS13425	NZ_CP085932.1	3203285	3203623	-	339	270	476	341	207
LK433_RS13430	NZ_CP085932.1	3203668	3204591	-	924	298	670	660	287
LK433_RS13435	NZ_CP085932.1	3205302	3205592	-	291	54	100	139	44
LK433_RS13440	NZ_CP085932.1	3205821	3206021	-	201	33	75	110	68
LK433_RS13445	NZ_CP085932.1	3206026	3206382	-	357	279	547	732	333
LK433_RS13450	NZ_CP085932.1	3207029	3207592	+	564	15	63	63	40
LK433_RS13455	NZ_CP085932.1	3207756	3207851	+	96	7	3	20	9
LK433_RS13460	NZ_CP085932.1	3208034	3208636	-	603	80	123	146	50
LK433_RS13465	NZ_CP085932.1	3208633	3208944	-	312	31	67	52	9
LK433_RS13470	NZ_CP085932.1	3209257	3210813	+	1557	954	1972	3153	1906
LK433_RS13475	NZ_CP085932.1	3210968	3211378	+	411	472	909	1487	615
LK433_RS13480	NZ_CP085932.1	3211467	3211781	-	315	940	1817	1309	507
LK433_RS13485	NZ_CP085932.1	3211817	3215527	-	3711	2630	4993	2910	1880
LK433_RS13490	NZ_CP085932.1	3215693	3216385	+	693	1609	2938	2810	1262
LK433_RS13495	NZ_CP085932.1	3216457	3217188	+	732	1044	2081	1594	782
LK433_RS13500	NZ_CP085932.1	3217298	3218008	-	711	1492	2835	3218	1605
LK433_RS13505	NZ_CP085932.1	3218086	3218826	-	741	332	695	624	464
LK433_RS13510	NZ_CP085932.1	3218861	3219238	-	378	165	317	507	277
LK433_RS13515	NZ_CP085932.1	3219342	3219788	+	447	130	230	332	157
LK433_RS13520	NZ_CP085932.1	3219789	3220640	-	852	2942	6196	11411	4953
LK433_RS13525	NZ_CP085932.1	3220711	3221475	-	765	489	1079	1295	672
LK433_RS13530	NZ_CP085932.1	3221571	3222155	+	585	372	751	464	157
LK433_RS13535	NZ_CP085932.1	3222170	3223297	+	1128	676	1413	751	346
LK433_RS13545	NZ_CP085932.1	3223671	3224579	-	909	260	474	225	86
LK433_RS13550	NZ_CP085932.1	3225009	3225719	+	711	1183	2546	6036	2200
LK433_RS13555	NZ_CP085932.1	3225880	3226623	-	744	141	243	374	118
LK433_RS13560	NZ_CP085932.1	3226838	3227740	-	903	165	326	557	180
LK433_RS13565	NZ_CP085932.1	3227971	3228522	-	552	19	26	81	21
LK433_RS13570	NZ_CP085932.1	3228500	3228679	-	180	4	9	11	2
LK433_RS13575	NZ_CP085932.1	3229406	3231868	+	2463	4015	7180	4923	2658
LK433_RS13580	NZ_CP085932.1	3232327	3233100	-	774	47	91	121	62
LK433_RS13585	NZ_CP085932.1	3233371	3234618	-	1248	187	415	299	109
LK433_RS13590	NZ_CP085932.1	3235567	3237018	-	1452	133	290	360	122
LK433_RS13595	NZ_CP085932.1	3237225	3238181	+	957	1169	2161	1605	825
LK433_RS13600	NZ_CP085932.1	3238182	3239294	+	1113	1099	2051	1305	769
LK433_RS13605	NZ_CP085932.1	3239408	3240775	+	1368	2353	4257	3296	1846
LK433_RS13610	NZ_CP085932.1	3240796	3241278	+	483	373	706	573	307
LK433_RS13615	NZ_CP085932.1	3241323	3242786	-	1464	1610	3201	2278	1331
LK433_RS13620	NZ_CP085932.1	3242825	3244675	-	1851	3426	6296	4377	2586
LK433_RS13625	NZ_CP085932.1	3244739	3245236	-	498	901	1662	1062	666
LK433_RS13630	NZ_CP085932.1	3245266	3246138	-	873	2895	5294	3638	2220
LK433_RS13635	NZ_CP085932.1	3246170	3247192	-	1023	3363	6975	4991	2870
LK433_RS13640	NZ_CP085932.1	3247370	3247963	-	594	3727	7173	7832	3211
LK433_RS13645	NZ_CP085932.1	3248506	3251022	+	2517	4590	8668	17512	13709
LK433_RS13650	NZ_CP085932.1	3251121	3251501	+	381	2	1	9	8
LK433_RS13655	NZ_CP085932.1	3251467	3252513	+	1047	38	92	150	114
LK433_RS13660	NZ_CP085932.1	3252617	3254428	-	1812	755	1527	3004	1488
LK433_RS13665	NZ_CP085932.1	3254441	3256522	-	2082	692	1274	2730	1346
LK433_RS13670	NZ_CP085932.1	3256675	3258672	-	1998	454	757	1112	585
LK433_RS13675	NZ_CP085932.1	3259289	3260536	+	1248	2041	3828	4585	2834
LK433_RS13680	NZ_CP085932.1	3260565	3262421	+	1857	2412	4384	4833	2978
LK433_RS13685	NZ_CP085932.1	3262465	3264123	+	1659	5952	11144	12342	8257
LK433_RS13690	NZ_CP085932.1	3264282	3265946	-	1665	905	1745	1118	650
LK433_RS13695	NZ_CP085932.1	3265943	3266209	-	267	145	264	162	117
LK433_RS13700	NZ_CP085932.1	3266223	3266726	-	504	184	365	271	169
LK433_RS13705	NZ_CP085932.1	3266766	3267689	-	924	515	1015	897	484
LK433_RS13710	NZ_CP085932.1	3267940	3269331	-	1392	3677	6788	12544	7425
LK433_RS13715	NZ_CP085932.1	3269356	3270054	-	699	930	1925	3866	1821
LK433_RS13720	NZ_CP085932.1	3270218	3271252	-	1035	780	1499	686	311
LK433_RS13725	NZ_CP085932.1	3271268	3272179	-	912	2999	6086	3110	1521
LK433_RS13730	NZ_CP085932.1	3272370	3274775	-	2406	989	1885	1902	1181
LK433_RS13735	NZ_CP085932.1	3274775	3279535	-	4761	2044	3916	4119	2139
LK433_RS13740	NZ_CP085932.1	3279553	3280221	-	669	1606	3012	2048	1137
LK433_RS13745	NZ_CP085932.1	3280250	3281008	-	759	5567	11459	9626	4719
LK433_RS13750	NZ_CP085932.1	3281061	3281657	-	597	800	1661	1897	911
LK433_RS13760	NZ_CP085932.1	3282089	3282529	-	441	1357	2896	2835	839
LK433_RS13780	NZ_CP085932.1	3288525	3289190	+	666	88	171	181	100
LK433_RS13785	NZ_CP085932.1	3289631	3291211	-	1581	121	213	333	116
LK433_RS13790	NZ_CP085932.1	3291232	3294168	-	2937	197	351	443	137
LK433_RS13795	NZ_CP085932.1	3294165	3294431	-	267	36	51	20	11
LK433_RS13800	NZ_CP085932.1	3294815	3295606	-	792	394	820	1370	758
LK433_RS13805	NZ_CP085932.1	3295830	3296729	+	900	96	199	400	179
LK433_RS13810	NZ_CP085932.1	3296895	3298403	+	1509	2133	3753	695	386
LK433_RS13815	NZ_CP085932.1	3298437	3299420	+	984	1485	2614	484	251
LK433_RS13820	NZ_CP085932.1	3299426	3300589	+	1164	1042	2072	542	193
LK433_RS13825	NZ_CP085932.1	3300589	3301848	+	1260	1386	2700	613	300
LK433_RS13830	NZ_CP085932.1	3302039	3303139	-	1101	1658	2844	2263	1063
LK433_RS13835	NZ_CP085932.1	3303309	3305441	+	2133	1233	2369	4110	2172
LK433_RS13840	NZ_CP085932.1	3305947	3306963	-	1017	1943	3907	2624	1371
LK433_RS13845	NZ_CP085932.1	3307277	3308167	-	891	119	230	283	140
LK433_RS13850	NZ_CP085932.1	3308215	3309366	-	1152	86	189	206	94
LK433_RS13855	NZ_CP085932.1	3309530	3311248	-	1719	93	180	294	98
LK433_RS13860	NZ_CP085932.1	3311293	3313029	-	1737	112	191	333	106
LK433_RS13865	NZ_CP085932.1	3313061	3316174	-	3114	200	296	486	166
LK433_RS13870	NZ_CP085932.1	3316366	3317859	-	1494	497	1154	719	381
LK433_RS13875	NZ_CP085932.1	3317865	3319631	-	1767	853	1558	1297	579
LK433_RS13880	NZ_CP085932.1	3319757	3320236	-	480	16	21	44	15
LK433_RS13885	NZ_CP085932.1	3320401	3320643	-	243	3	4	19	7
LK433_RS13890	NZ_CP085932.1	3320999	3322117	+	1119	122	308	446	191
LK433_RS13895	NZ_CP085932.1	3322529	3325336	-	2808	139	212	517	154
LK433_RS13905	NZ_CP085933.1	1487	1732	+	246	26	72	113	31
LK433_RS13910	NZ_CP085933.1	1729	1809	+	81	0	0	3	0
LK433_RS13915	NZ_CP085933.1	1780	1929	-	150	21	55	103	31
LK433_RS13920	NZ_CP085933.1	2089	2337	-	249	73	124	254	148
LK433_RS13925	NZ_CP085933.1	2354	2767	-	414	142	299	611	218
LK433_RS13930	NZ_CP085933.1	3037	4125	+	1089	612	1280	524	186
LK433_RS13935	NZ_CP085933.1	4125	4628	+	504	241	598	264	72
LK433_RS13940	NZ_CP085933.1	5159	5914	-	756	40	72	145	37
LK433_RS13945	NZ_CP085933.1	5931	6575	-	645	31	59	195	67
LK433_RS13950	NZ_CP085933.1	7234	7614	+	381	0	3	0	1
LK433_RS13955	NZ_CP085933.1	7580	8626	+	1047	7	10	3	6
LK433_RS13960	NZ_CP085933.1	8662	10521	+	1860	69	141	240	73
LK433_RS13965	NZ_CP085933.1	11034	12689	-	1656	103	203	535	129
LK433_RS13970	NZ_CP085933.1	13011	13532	-	522	67	128	172	44
LK433_RS13975	NZ_CP085933.1	13685	13906	-	222	71	86	113	21
LK433_RS13980	NZ_CP085933.1	13903	14391	-	489	185	320	511	115
LK433_RS13985	NZ_CP085933.1	14388	14603	-	216	95	217	204	91
LK433_RS13990	NZ_CP085933.1	15172	15903	-	732	22	39	82	31
LK433_RS13995	NZ_CP085933.1	16538	17197	+	660	24	52	96	32
LK433_RS14000	NZ_CP085933.1	17217	18335	+	1119	53	99	169	55
LK433_RS14005	NZ_CP085933.1	18404	18601	-	198	7	9	22	11
LK433_RS14010	NZ_CP085933.1	18860	19000	+	141	9	26	55	28
LK433_RS14015	NZ_CP085933.1	19264	19908	+	645	99	164	441	195
LK433_RS14020	NZ_CP085933.1	19966	20568	+	603	771	1471	2572	1008
LK433_RS14025	NZ_CP085933.1	20552	21784	+	1233	1002	1825	2932	1193
LK433_RS14030	NZ_CP085933.1	21855	22244	+	390	234	436	636	222
LK433_RS14035	NZ_CP085933.1	22271	23119	+	849	334	633	981	392
LK433_RS14040	NZ_CP085933.1	23442	24743	+	1302	292	614	673	358
LK433_RS14045	NZ_CP085933.1	24942	25865	+	924	155	274	364	169
LK433_RS14050	NZ_CP085933.1	25935	27221	-	1287	0	1	3	0
LK433_RS14055	NZ_CP085933.1	27431	28339	+	909	80	171	244	81
LK433_RS14060	NZ_CP085933.1	28332	30134	+	1803	130	217	452	140
LK433_RS14065	NZ_CP085933.1	30347	31609	-	1263	57	141	194	67
LK433_RS14070	NZ_CP085933.1	31979	32308	-	330	18	50	59	22
LK433_RS14075	NZ_CP085933.1	32457	33365	+	909	120	254	301	113
LK433_RS14080	NZ_CP085933.1	33590	34744	+	1155	390	886	822	307
LK433_RS14085	NZ_CP085933.1	34741	35637	+	897	201	391	370	130
LK433_RS14090	NZ_CP085933.1	35970	36614	-	645	70	177	215	55
LK433_RS14095	NZ_CP085933.1	36641	38284	-	1644	192	408	448	206
LK433_RS14100	NZ_CP085933.1	38425	38742	-	318	44	74	121	56
LK433_RS14105	NZ_CP085933.1	39266	39595	+	330	22	40	92	35
LK433_RS14110	NZ_CP085933.1	39727	40458	-	732	0	0	0	0
LK433_RS14115	NZ_CP085933.1	40473	42029	-	1557	0	0	0	0
LK433_RS14120	NZ_CP085933.1	42226	42816	+	591	15	17	10	9
LK433_RS14125	NZ_CP085933.1	43125	44474	+	1350	402	708	940	418
LK433_RS14130	NZ_CP085933.1	44820	45122	-	303	160	244	798	276
LK433_RS14135	NZ_CP085933.1	45160	45486	-	327	91	163	487	245
LK433_RS14140	NZ_CP085933.1	45563	45925	-	363	84	101	277	147
LK433_RS14145	NZ_CP085933.1	45944	46177	-	234	51	93	194	90
LK433_RS14150	NZ_CP085933.1	46966	47196	+	231	21	70	57	10
LK433_RS14155	NZ_CP085933.1	47949	49910	-	1962	297	673	518	151
LK433_RS14160	NZ_CP085933.1	51154	51690	+	537	60	92	150	66
LK433_RS14165	NZ_CP085933.1	51737	52318	+	582	57	130	101	30
LK433_RS14170	NZ_CP085933.1	52349	53047	+	699	74	171	123	68
LK433_RS14175	NZ_CP085933.1	53110	54075	+	966	241	436	512	183
LK433_RS14180	NZ_CP085933.1	54082	54579	+	498	132	224	142	59
LK433_RS14185	NZ_CP085933.1	54858	57089	-	2232	739	1321	758	417
LK433_RS14190	NZ_CP085933.1	57102	58625	-	1524	451	810	495	271
LK433_RS14195	NZ_CP085933.1	58676	59488	-	813	280	462	273	132
LK433_RS14200	NZ_CP085933.1	59494	60894	-	1401	284	541	314	159
LK433_RS14205	NZ_CP085933.1	60894	61112	-	219	52	131	64	36
LK433_RS14210	NZ_CP085933.1	61366	62571	-	1206	267	668	326	212
LK433_RS14215	NZ_CP085933.1	62561	66520	-	3960	950	1887	1308	671
LK433_RS14220	NZ_CP085933.1	66609	68087	-	1479	407	899	504	313
LK433_RS14225	NZ_CP085933.1	68202	68447	-	246	74	153	103	56
LK433_RS14230	NZ_CP085933.1	69000	71012	-	2013	495	1049	643	275
LK433_RS14235	NZ_CP085933.1	71016	72773	-	1758	449	1022	643	358
LK433_RS14240	NZ_CP085933.1	72982	73854	-	873	202	318	252	139
LK433_RS14245	NZ_CP085933.1	74141	75169	-	1029	293	573	391	148
LK433_RS14250	NZ_CP085933.1	75173	77563	-	2391	698	1429	936	417
LK433_RS14255	NZ_CP085933.1	78042	79031	-	990	487	862	533	251
LK433_RS14260	NZ_CP085933.1	79144	79836	-	693	193	413	262	130
LK433_RS14265	NZ_CP085933.1	79833	81254	-	1422	561	1031	692	328
LK433_RS14270	NZ_CP085933.1	81239	81985	-	747	364	620	449	194
LK433_RS14275	NZ_CP085933.1	81988	83814	-	1827	589	1221	758	376
LK433_RS14280	NZ_CP085933.1	84467	84658	+	192	83	153	118	55
LK433_RS14285	NZ_CP085933.1	84876	85898	-	1023	296	686	451	224
LK433_RS14290	NZ_CP085933.1	85910	87142	-	1233	469	915	565	294
LK433_RS14295	NZ_CP085933.1	87319	88365	-	1047	25	53	31	25
LK433_RS14300	NZ_CP085933.1	88331	88711	-	381	0	0	1	0
LK433_RS14305	NZ_CP085933.1	88767	89819	-	1053	529	1043	564	330
LK433_RS14310	NZ_CP085933.1	90053	91918	-	1866	2352	4510	1929	1250
LK433_RS14315	NZ_CP085933.1	91922	92194	-	273	173	382	145	84
LK433_RS14320	NZ_CP085933.1	92281	93363	-	1083	656	1358	733	419
LK433_RS14325	NZ_CP085933.1	93597	94493	+	897	611	1148	730	361
LK433_RS14330	NZ_CP085933.1	94490	95638	+	1149	1549	2773	1475	755
LK433_RS14335	NZ_CP085933.1	95859	96344	-	486	619	1136	652	288
LK433_RS14340	NZ_CP085933.1	97019	97144	-	126	156	352	145	130
LK433_RS14345	NZ_CP085933.1	97215	97445	-	231	250	558	345	201
LK433_RS14350	NZ_CP085933.1	97460	98281	-	822	745	1267	813	485
LK433_RS14355	NZ_CP085933.1	98271	98570	-	300	192	336	276	109
LK433_RS14360	NZ_CP085933.1	98567	99193	-	627	472	812	666	276
LK433_RS14365	NZ_CP085933.1	99325	100293	+	969	1958	3739	3555	1712
LK433_RS14370	NZ_CP085933.1	100581	101624	-	1044	1095	2007	1108	637
LK433_RS14375	NZ_CP085933.1	101626	103902	-	2277	2124	4425	1972	1314
LK433_RS14380	NZ_CP085933.1	103925	104440	-	516	493	893	464	274
LK433_RS14385	NZ_CP085933.1	105295	105474	-	180	190	366	177	132
LK433_RS14390	NZ_CP085933.1	105683	106942	-	1260	3457	6625	2317	1530
LK433_RS14395	NZ_CP085933.1	107014	107250	-	237	130	286	135	66
LK433_RS14400	NZ_CP085933.1	107340	108020	-	681	713	1280	519	311
LK433_RS14405	NZ_CP085933.1	108017	108727	-	711	694	1250	504	269
LK433_RS14410	NZ_CP085933.1	108785	109090	-	306	366	660	231	157
LK433_RS14415	NZ_CP085933.1	109111	110067	-	957	1608	2933	922	496
LK433_RS14420	NZ_CP085933.1	110189	110404	-	216	245	466	176	101
LK433_RS14425	NZ_CP085933.1	110404	111018	-	615	439	815	432	207
LK433_RS14430	NZ_CP085933.1	111021	112274	-	1254	1767	3235	1190	750
LK433_RS14435	NZ_CP085933.1	112327	113157	-	831	798	1535	526	357
LK433_RS14440	NZ_CP085933.1	113402	114571	-	1170	1608	3127	1046	628
LK433_RS14445	NZ_CP085933.1	114574	115539	-	966	1316	2475	896	476
LK433_RS14450	NZ_CP085933.1	115543	115779	-	237	358	702	211	117
LK433_RS14455	NZ_CP085933.1	115798	117300	-	1503	2229	4345	1791	789
LK433_RS14460	NZ_CP085933.1	117287	118519	-	1233	1058	2413	1049	516
LK433_RS14465	NZ_CP085933.1	118500	119396	-	897	896	1796	882	336
LK433_RS14470	NZ_CP085933.1	119401	120810	-	1410	606	1513	654	252
LK433_RS14475	NZ_CP085933.1	120794	122044	-	1251	771	1970	822	388
LK433_RS14480	NZ_CP085933.1	122052	123245	-	1194	1042	2176	1018	438
LK433_RS14485	NZ_CP085933.1	123260	124381	-	1122	1602	2956	1133	725
LK433_RS14490	NZ_CP085933.1	124387	125514	-	1128	2087	3750	1639	883
LK433_RS14495	NZ_CP085933.1	125517	127526	-	2010	4600	8929	3337	1989
LK433_RS14500	NZ_CP085933.1	127548	128033	-	486	288	661	331	138
LK433_RS14505	NZ_CP085933.1	128175	129224	-	1050	3000	5636	2455	1273
LK433_RS14510	NZ_CP085933.1	129264	130490	-	1227	1891	3594	1587	782
LK433_RS14515	NZ_CP085933.1	130504	131688	-	1185	1447	2944	1255	673
LK433_RS14520	NZ_CP085933.1	132061	132345	-	285	450	798	385	185
LK433_RS14525	NZ_CP085933.1	132466	133803	-	1338	1948	3893	1530	776
LK433_RS14530	NZ_CP085933.1	133842	133994	-	153	290	461	214	118
LK433_RS14535	NZ_CP085933.1	134412	134573	-	162	294	515	231	161
LK433_RS14540	NZ_CP085933.1	134591	136414	-	1824	2075	4064	1577	858
LK433_RS14545	NZ_CP085933.1	137769	138017	-	249	183	382	214	98
LK433_RS14550	NZ_CP085933.1	138413	138835	-	423	482	1151	475	218
LK433_RS14555	NZ_CP085933.1	139102	139629	+	528	628	1197	494	353
LK433_RS14560	NZ_CP085933.1	139973	140101	+	129	187	393	142	85
LK433_RS14565	NZ_CP085933.1	140148	140672	+	525	753	1347	588	329
LK433_RS14570	NZ_CP085933.1	140850	142850	-	2001	2739	5235	2197	1071
LK433_RS14575	NZ_CP085933.1	144505	145854	+	1350	279	473	414	212
LK433_RS14580	NZ_CP085933.1	145961	146398	-	438	54	92	110	41
LK433_RS14585	NZ_CP085933.1	146712	147047	-	336	16	34	60	24
LK433_RS14590	NZ_CP085933.1	147296	147676	-	381	24	46	89	19
LK433_RS14595	NZ_CP085933.1	148043	148558	-	516	24	40	152	32
LK433_RS14600	NZ_CP085933.1	148570	148896	-	327	9	19	60	20
LK433_RS14605	NZ_CP085933.1	148941	149624	-	684	28	67	93	41
LK433_RS14610	NZ_CP085933.1	149727	149918	-	192	7	17	18	8
LK433_RS14615	NZ_CP085933.1	150291	150632	-	342	20	37	85	32
LK433_RS14620	NZ_CP085933.1	151344	152261	+	918	10	10	11	2
LK433_RS14625	NZ_CP085933.1	152479	153969	-	1491	468	868	574	323
LK433_RS14630	NZ_CP085933.1	153969	154277	-	309	40	97	64	21
LK433_RS14635	NZ_CP085933.1	154660	155004	-	345	6	3	5	6
LK433_RS14640	NZ_CP085933.1	155817	156305	-	489	32	41	77	17
LK433_RS14645	NZ_CP085933.1	156351	156689	-	339	15	26	70	14
LK433_RS14650	NZ_CP085933.1	157232	157480	-	249	314	607	509	218
LK433_RS14655	NZ_CP085933.1	157493	158299	-	807	529	1207	999	314
LK433_RS14660	NZ_CP085933.1	161568	162059	-	492	185	393	544	288
LK433_RS14665	NZ_CP085933.1	162071	163336	-	1266	744	1468	1952	762
LK433_RS14670	NZ_CP085933.1	165920	166288	-	369	4	17	18	15
LK433_RS14675	NZ_CP085933.1	166375	166974	-	600	26	76	33	27
LK433_RS13900	NZ_CP085933.1	166952	167392	-	441	1	2	0	0
LK433_RS14685	NZ_CP085934.1	2264	2740	-	477	227	532	620	288
LK433_RS14690	NZ_CP085934.1	3291	3761	-	471	143	289	406	115
LK433_RS14695	NZ_CP085934.1	3752	4345	-	594	324	638	700	273
LK433_RS14700	NZ_CP085934.1	4477	4749	-	273	8	24	19	8
LK433_RS14705	NZ_CP085934.1	5145	5567	-	423	32	60	70	21
LK433_RS14710	NZ_CP085934.1	5759	6286	+	528	48	110	93	70
LK433_RS14715	NZ_CP085934.1	6554	6688	+	135	24	41	19	14
LK433_RS14720	NZ_CP085934.1	6743	7192	+	450	278	617	224	85
LK433_RS14725	NZ_CP085934.1	8386	8730	-	345	297	626	1265	666
LK433_RS14730	NZ_CP085934.1	8721	8993	-	273	210	412	965	356
LK433_RS14735	NZ_CP085934.1	9474	10145	-	672	244	611	766	244
LK433_RS14755	NZ_CP085934.1	16099	16779	+	681	245	553	308	155
LK433_RS14760	NZ_CP085934.1	16806	18248	+	1443	896	1607	877	441
LK433_RS14765	NZ_CP085934.1	18464	19570	-	1107	203	363	598	235
LK433_RS14770	NZ_CP085934.1	20395	21225	+	831	675	1311	1329	502
LK433_RS14775	NZ_CP085934.1	21294	21593	+	300	304	619	479	249
LK433_RS14780	NZ_CP085934.1	21965	23260	+	1296	1210	2428	1808	878
LK433_RS14785	NZ_CP085934.1	24395	25516	-	1122	737	1401	1324	465
LK433_RS14790	NZ_CP085934.1	25809	26846	+	1038	309	644	583	246
LK433_RS14795	NZ_CP085934.1	26920	27096	+	177	53	82	111	56
LK433_RS14800	NZ_CP085934.1	27102	28139	-	1038	844	1581	3508	1789
LK433_RS14805	NZ_CP085934.1	29036	29422	+	387	52	64	68	33
LK433_RS14810	NZ_CP085934.1	29435	29764	+	330	120	208	127	65
LK433_RS14815	NZ_CP085934.1	29761	30012	+	252	45	52	55	14
LK433_RS14820	NZ_CP085934.1	29982	30587	+	606	168	373	179	100
LK433_RS14825	NZ_CP085934.1	30669	31055	+	387	67	179	89	49
LK433_RS14830	NZ_CP085934.1	31082	31615	+	534	80	157	151	23
LK433_RS14835	NZ_CP085934.1	31639	31938	+	300	42	68	62	22
LK433_RS14840	NZ_CP085934.1	31973	33505	+	1533	390	665	361	184
LK433_RS14845	NZ_CP085934.1	33647	34024	+	378	121	228	157	62
